id,answers,hmsk_template_id,company_id,project_id,created_by,updated_by,created_at,updated_at,task_id,image_ids
1598,"[{""answer_type"":""yes_no_na"",""answer_value"":""1"",""comments"":""allmänt stökigt på vissa arbetsplatser"",""images"":[1356,1357,1358,1359],""template_question"":""Was the workspace clean/tidy?"",""updated_by"":1052,""date_time"":""2022-11-11T10:08:06.840Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":"""",""images"":[],""template_question"":""Fire safety ok?"",""updated_by"":1052,""date_time"":""2022-11-11T10:08:11.071Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":"""",""images"":[],""template_question"":""Emergency exits marked and free?"",""updated_by"":1052,""date_time"":""2022-11-11T10:08:19.807Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":"""",""images"":[],""template_question"":""Safety equipment and clothing ok?"",""updated_by"":1052,""date_time"":""2022-11-11T10:08:24.292Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":"""",""images"":[],""template_question"":""Working enviornment ok?"",""updated_by"":1052,""date_time"":""2022-11-11T10:08:33.996Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":""gashäckar åtgärdat efter tidigare skyddsrond.  uppmärkt med skyltar."",""images"":[1401],""template_question"":""Checmicals \u0026 Gas handled ok?"",""updated_by"":1052,""date_time"":""2022-11-22T12:10:54.613Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":"""",""images"":[],""template_question"":""Lifting equipment approved and operated by qualified personnel?"",""updated_by"":1052,""date_time"":""2022-11-11T10:10:07.080Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":"""",""images"":[],""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)"",""updated_by"":1052,""date_time"":""2022-11-11T10:10:13.282Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""1"",""comments"":""Däckställ behöver åtgärdas. Skruva fast hyllor och kommpletera med plattor"",""images"":[1402,1403],""template_question"":""Machines and equipment locked/safety ok?"",""updated_by"":1052,""date_time"":""2022-11-22T12:12:43.245Z"",""updated_by_name"":""Rebecca Bergman""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":""åtgärda punkter från förra protokoll.\n-gashäckar\n-pallställ uppmärkt\n-friskluftsmasker påbörjat att rengöra med nya förvaringsmöjligheter."",""images"":[1360],""template_question"":""Any other comments?"",""updated_by"":1052,""date_time"":""2022-11-11T10:12:30.152Z"",""updated_by_name"":""Rebecca Bergman""}]",99,113,20332,1052,1052,2022-11-11 10:12:33 UTC,2022-11-22 12:14:10 UTC,161052,"[1356, 1357, 1358, 1359, 1360, 1401, 1402, 1403]"
1630,"[{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-11-22T06:00:43.913Z"",""images"":[1398],""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-22T06:07:43.577Z"",""images"":[1399],""comments"":""Inga reflexer höger sida avlastning 2020"",""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-22T06:07:47.477Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-22T06:07:49.868Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-22T06:07:51.104Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-11-22T06:09:28.881Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-22T06:09:33.807Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-11-22T06:09:36.253Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-11-22T06:11:49.957Z"",""images"":[1400],""comments"":""Denna går att vicka ut trots att brytaren är på ”on”. Livsfarligt! "",""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-11-22T06:11:54.794Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,20905,1062,1062,2022-11-22 06:12:01 UTC,2022-11-22 06:12:01 UTC,172232,"[1398, 1399, 1400]"
1634,"[{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-23T16:05:32.884Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-23T16:11:08.850Z"",""images"":[1406,1407],""comments"":""Står en full släckare i hörnet på golvet i P17, samt skylten till släckaren vid svetsbordet är svår att se"",""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-23T16:09:39.907Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-23T16:09:42.443Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-23T16:09:45.343Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-23T16:09:47.884Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-23T16:09:50.184Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-11-23T16:09:53.014Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-11-23T16:09:55.352Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-11-23T16:09:57.958Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,19612,1062,1062,2022-11-23 16:11:11 UTC,2022-11-23 16:11:11 UTC,,"[1406, 1407]"
1652,"[{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-29T09:56:42.092Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:13.624Z"",""images"":[1447],""comments"":""Trasig skylt "",""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:16.623Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:19.975Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:21.879Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:23.366Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:27.237Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:29.245Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:30.752Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-11-29T09:57:32.723Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,20904,1062,1062,2022-11-29 09:57:35 UTC,2022-11-29 09:57:35 UTC,172256,[1447]
1669,"[{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-03T23:58:34.411Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-03T23:58:41.571Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-03T23:58:39.848Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""1"",""updated_by"":1078,""date_time"":""2022-12-04T00:40:58.213Z"",""comments"":""EL vinsj som ble kjöpt inn for 5 uker siden er\nrasert, brukt av noen som ikke vet bedre !!"",""images"":[1476],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-04T00:13:30.243Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""1"",""updated_by"":1078,""date_time"":""2022-12-04T00:30:47.354Z"",""comments"":""Lokk til bensinkanne går ikke igjen og det er \nbensin på kanna, har fiksa lokket."",""images"":[1473],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""comments"":""Skada lyftstropper er hengt opp, er nå kappet og kastet\nKjetting taljer har ikke godkjennings lapp"",""updated_by"":1078,""date_time"":""2022-12-04T00:12:11.417Z"",""images"":[1474,1475],""answer_value"":""1"",""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)"",""updated_by"":null,""answer_value"":""""},{""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?"",""updated_by"":null,""answer_value"":""""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-04T00:32:48.915Z"",""comments"":""Litt skrot i vaskehall,\nJording til svetsmaskin og kabel til EL-verktöy blir ikke fjernet etter bruk, snublerisk.\nKabel til varmevifte går gjennom döra, \nAlt er fixa"",""images"":[1477,1478,1479,1480],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,19597,1078,1078,2022-12-04 00:42:16 UTC,2022-12-04 00:42:16 UTC,172898,"[1473, 1474, 1475, 1476, 1477, 1478, 1479, 1480]"
1684,"[{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:47:25.608Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:47:29.550Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:47:31.738Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:47:43.650Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:47:36.222Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:47:38.198Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""2"",""updated_by"":1078,""date_time"":""2022-12-08T15:52:48.681Z"",""comments"":""Godkjenning av kjedetaljer er på G, Jäger har kjört noen till verkstan i går, er klar i dag"",""images"":[1510],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:51:09.107Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:51:12.383Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""0"",""updated_by"":1078,""date_time"":""2022-12-08T15:52:34.414Z"",""comments"":""Jording fra svetsmaskin blir ikke tatt bort etter sveising"",""images"":[1509],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,19597,1078,1078,2022-12-08 15:53:10 UTC,2022-12-08 15:53:10 UTC,172898,"[1509, 1510]"
1686,"[{""answer_value"":""1"",""updated_by"":1073,""date_time"":""2022-12-09T03:31:30.531Z"",""comments"":""- Inspektionsluckor på KR5 otäta så det spiller ut en hel del."",""images"":[1514,1515],""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1073,""date_time"":""2022-12-09T03:28:43.470Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1073,""date_time"":""2022-12-09T03:28:44.447Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""1"",""updated_by"":1073,""date_time"":""2022-12-09T03:33:40.097Z"",""comments"":""- Inspektionslucka på drivaxel KR5 saknade låsunktion\n- Räcke vid KR5 drivaxel saknade infästning."",""images"":[1518,1519],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1073,""date_time"":""2022-12-09T03:32:16.558Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""2"",""updated_by"":1073,""date_time"":""2022-12-09T03:33:52.224Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""1"",""updated_by"":1073,""date_time"":""2022-12-09T03:33:08.538Z"",""comments"":""- Lyftkjedor saknade låssprintar"",""images"":[1516,1517],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""2"",""updated_by"":1073,""date_time"":""2022-12-09T03:33:46.842Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""2"",""updated_by"":1073,""date_time"":""2022-12-09T03:34:01.973Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""2"",""updated_by"":1073,""date_time"":""2022-12-09T03:34:06.513Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,19605,1073,1073,2022-12-09 03:34:14 UTC,2022-12-09 03:34:14 UTC,172893,"[1514, 1515, 1516, 1517, 1518, 1519]"
1705,"[{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-14T07:16:19.939Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-14T07:16:22.383Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-14T07:16:24.436Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-12-14T07:17:16.918Z"",""images"":[1538],""comments"":""Vänster sida bandspänning; dörren är skev och haken är permanent monterad i låset "",""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-14T07:17:18.864Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-14T07:17:20.605Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-14T07:17:22.309Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-14T07:17:23.846Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-14T07:17:25.148Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-12-14T07:17:55.477Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,20904,1062,1062,2022-12-14 07:17:59 UTC,2022-12-14 07:17:59 UTC,172256,[1538]
1712,"[{""answer_value"":""0"",""updated_by"":1077,""date_time"":""2022-12-14T23:40:01.792Z"",""comments"":""Verkstan i gått skick, i behov av mindre städning av kvarlämnat bråte, material och verktyg på, golv samt på svets och monterings bord."",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1077,""date_time"":""2022-12-14T23:37:51.385Z"",""comments"":""Fast installerad brandsläckare saknades vid svetsbord.\nÅterställdes genast med en godkänd släckare."",""images"":[1554],""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1077,""date_time"":""2022-12-14T23:29:58.948Z"",""comments"":""OK"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""0"",""updated_by"":1077,""date_time"":""2022-12-14T23:30:07.463Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1077,""date_time"":""2022-12-14T23:30:05.496Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""0"",""updated_by"":1077,""date_time"":""2022-12-14T23:39:37.186Z"",""comments"":""Gashantag saknades på slangpaket vid svetsbords station, matad från centraliserad Oxygen och Acetylen station (centraliserad station är ej i bruk).\nHandtag återställdes dock och monterades genast, efter observation var gjord.."",""images"":[1553],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""0"",""updated_by"":1077,""date_time"":""2022-12-14T23:35:46.076Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""2"",""updated_by"":1077,""date_time"":""2022-12-14T23:35:50.571Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""0"",""updated_by"":1077,""date_time"":""2022-12-14T23:35:57.659Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""2"",""updated_by"":1077,""date_time"":""2022-12-14T23:36:03.376Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,19596,1077,1077,2022-12-14 23:40:07 UTC,2022-12-14 23:40:07 UTC,172891,"[1553, 1554]"
1746,"[{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2022-12-21T07:17:56.438Z"",""images"":[1595,1596,1597],""comments"":""Trasig låda med diverse prylar i, samt slangar som ligger huller om buller uppe vid avlastning. Gammalt ställningsmaterial som bara ligger"",""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-21T07:12:39.492Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-21T07:18:31.075Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-21T07:19:16.154Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-21T07:19:18.287Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-12-21T07:19:22.118Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-12-21T07:19:24.190Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-12-21T07:19:27.787Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2022-12-21T07:19:30.240Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2022-12-21T07:19:32.965Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,20904,1062,1062,2022-12-21 07:26:44 UTC,2022-12-21 07:26:44 UTC,172256,"[1595, 1596, 1597]"
1750,"[{""answer_type"":""yes_no_na"",""answer_value"":""2"",""comments"":""Oordning på arbetsbänkar, mkt järnskort på golv och pallar. En del stroppar och lås som borde hängas upp. Träpallar som kan  kastas och en del verktyg och maskiner som borde sättas till sin rätta plats. Kemikalier bredvid portöppning."",""images"":[1646,1647,1648,1649,1650,1651,1652,1653,1654],""template_question"":""Was the workspace clean/tidy?"",""updated_by"":1072,""date_time"":""2022-12-22T03:06:32.418Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":null,""images"":[],""template_question"":""Fire safety ok?"",""updated_by"":1072,""date_time"":""2022-12-22T02:52:11.080Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":null,""images"":[],""template_question"":""Emergency exits marked and free?"",""updated_by"":1072,""date_time"":""2022-12-22T02:52:12.706Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":null,""images"":[],""template_question"":""Safety equipment and clothing ok?"",""updated_by"":1072,""date_time"":""2022-12-22T02:52:14.796Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":null,""images"":[],""template_question"":""Working enviornment ok?"",""updated_by"":1072,""date_time"":""2022-12-22T02:52:16.204Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""2"",""comments"":""bortplockade gashandtag, tectyl på fel plats."",""images"":[1655,1656,1657,1658],""template_question"":""Checmicals \u0026 Gas handled ok?"",""updated_by"":1072,""date_time"":""2022-12-22T02:53:24.869Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":null,""images"":[],""template_question"":""Lifting equipment approved and operated by qualified personnel?"",""updated_by"":1072,""date_time"":""2022-12-22T02:53:28.969Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":null,""images"":[],""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)"",""updated_by"":1072,""date_time"":""2022-12-22T02:53:30.624Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":null,""images"":[],""template_question"":""Machines and equipment locked/safety ok?"",""updated_by"":1072,""date_time"":""2022-12-22T02:53:31.732Z"",""updated_by_name"":""Albin Lövgren""},{""answer_type"":""yes_no_na"",""answer_value"":""0"",""comments"":""En del oreda på arbetsbänkar och i allmänhet i verkstad. "",""images"":[],""template_question"":""Any other comments?"",""updated_by"":1072,""date_time"":""2022-12-22T02:54:57.338Z"",""updated_by_name"":""Albin Lövgren""}]",99,113,19576,1072,1072,2022-12-22 02:55:43 UTC,2022-12-22 03:06:43 UTC,,"[1646, 1647, 1648, 1649, 1650, 1651, 1652, 1653, 1654, 1655, 1656, 1657, 1658]"
1787,"[{""answer_value"":""1"",""updated_by"":1062,""date_time"":""2023-01-04T06:50:06.370Z"",""images"":[1704,1705,1706],""comments"":""Skrot samt rullar som ligger utanför rullförråd. Rören kan tas till materialplats under 1120 skywalk"",""answer_type"":""yes_no_na"",""template_question"":""Was the workspace clean/tidy?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2023-01-04T06:47:49.238Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Fire safety ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2023-01-04T06:48:37.824Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Emergency exits marked and free?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2023-01-04T06:48:35.313Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Safety equipment and clothing ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2023-01-04T06:48:33.141Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Working enviornment ok?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2023-01-04T06:48:30.986Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Checmicals \u0026 Gas handled ok?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2023-01-04T06:48:28.013Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Lifting equipment approved and operated by qualified personnel?""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2023-01-04T06:48:25.319Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Risk assessment / Safety Job Analysis ok? (SJA)""},{""answer_value"":""2"",""updated_by"":1062,""date_time"":""2023-01-04T06:48:22.971Z"",""images"":[],""answer_type"":""yes_no_na"",""template_question"":""Machines and equipment locked/safety ok?""},{""answer_value"":""0"",""updated_by"":1062,""date_time"":""2023-01-04T06:48:20.155Z"",""images"":[1703],""comments"":""Avspärrningsband rullar ej in i hållare"",""answer_type"":""yes_no_na"",""template_question"":""Any other comments?""}]",99,113,20904,1062,1062,2023-01-04 06:50:11 UTC,2023-01-04 06:50:11 UTC,172256,"[1703, 1704, 1705, 1706]"
